7787 shows imported
G ------
 s7187  |       Movie  |                                                                                         Transcendence  |                  2014  |            PG-13  |              119 min.
   s99  |       Movie  |                                                                                         3 Generations  |                  2015  |            PG-13  |               92 min.
  s237  |       Movie  |                                                                           A Tale of Love and Darkness  |                  2015  |            PG-13  |               98 min.
  s753  |       Movie  |                                                                                         Barely Lethal  |                  2015  |            PG-13  |               99 min.
  s970  |       Movie  |                                                                                              Blackway  |                  2015  |            PG-13  |               90 min.
 s1811  |       Movie  |                                                                                           Don Verdean  |                  2015  |            PG-13  |               96 min.
 s1851  |       Movie  |                                                                           Dragonheart 3: The Sorcerer  |                  2015  |            PG-13  |               97 min.
 s2017  |       Movie  |                                                                                                Equals  |                  2015  |            PG-13  |              102 min.
 s2667  |       Movie  |                                                                                    He Named Me Malala  |                  2015  |            PG-13  |               89 min.
 s2921  |       Movie  |                                                                             I'll See You in My Dreams  |                  2015  |            PG-13  |               96 min.
 s3050  |       Movie  |                                                                                              Ip Man 3  |                  2015  |            PG-13  |              105 min.
 s3152  |       Movie  |                                                                   Jeremy Scott: The People's Designer  |                  2015  |            PG-13  |              109 min.
 s3246  |       Movie  |                                                                                     Jupiter Ascending  |                  2015  |            PG-13  |              128 min.
 s4136  |       Movie  |                                                                                          Miss Hokusai  |                  2015  |            PG-13  |               90 min.
 s5033  |       Movie  |                                                                                   Queen of the Desert  |                  2015  |            PG-13  |              128 min.
 s5461  |       Movie  |                                                                                  Secret in Their Eyes  |                  2015  |            PG-13  |              111 min.
 s5489  |       Movie  |                                                                                              Selfless  |                  2015  |            PG-13  |              117 min.
 s5680  |       Movie  |                                                                                      SMOSH: The Movie  |                  2015  |            PG-13  |               83 min.
 s5872  |       Movie  |                                                                                           Suffragette  |                  2015  |            PG-13  |              107 min.
 s6853  |       Movie  |                                                                                      The Sea of Trees  |                  2015  |            PG-13  |              111 min.
 s6977  |       Movie  |                                                                                     The Vatican Tapes  |                  2015  |            PG-13  |               91 min.
 s7167  |       Movie  |                                                                                               Tracers  |                  2015  |            PG-13  |               94 min.
 s7212  |       Movie  |                                                                                 Tremors 5:  Bloodline  |                  2015  |            PG-13  |               99 min.
 s7416  |       Movie  |                                                                                                Victor  |                  2015  |            PG-13  |              110 min.
  s206  |       Movie  |                                                                                       A Monster Calls  |                  2016  |            PG-13  |              108 min.
  s808  |       Movie  |                                                                                         Before I Wake  |                  2016  |            PG-13  |               97 min.
 s1075  |       Movie  |                                                                                         Brain on Fire  |                  2016  |            PG-13  |               89 min.
 s1548  |       Movie  |                                                      Crouching Tiger, Hidden Dragon: Sword of Destiny  |                  2016  |            PG-13  |              101 min.
 s1661  |       Movie  |                                                                                                  Dean  |                  2016  |            PG-13  |               94 min.
 s2015  |       Movie  |                                                                               Enter the Warriors Gate  |                  2016  |            PG-13  |              105 min.
 s2578  |       Movie  |                                                                                         Hail, Caesar!  |                  2016  |            PG-13  |              106 min.
 s2867  |       Movie  |                                                                             Hunt for the Wilderpeople  |                  2016  |            PG-13  |              101 min.
 s2977  |       Movie  |                                                                           In This Corner of the World  |                  2016  |            PG-13  |              129 min.
 s2979  |       Movie  |                                                                                             Incarnate  |                  2016  |            PG-13  |               87 min.
 s3689  |       Movie  |                                                        Lo and Behold: Reveries of the Connected World  |                  2016  |            PG-13  |               98 min.
 s3794  |       Movie  |                                                                                                Loving  |                  2016  |            PG-13  |              124 min.
 s4081  |       Movie  |                                                                                      Midnight Special  |                  2016  |            PG-13  |              112 min.
 s4250  |       Movie  |                                                                                            Mr. Church  |                  2016  |            PG-13  |              105 min.
 s4315  |       Movie  |                                                            My Entire High School Sinking Into the Sea  |                  2016  |            PG-13  |               77 min.
 s4328  |       Movie  |                                                                                 My Life as a Zucchini  |                  2016  |            PG-13  |               68 min.
 s5497  |       Movie  |                                                                                  Septembers of Shiraz  |                  2016  |            PG-13  |              110 min.
 s5652  |       Movie  |                                                                                             Skiptrace  |                  2016  |            PG-13  |              107 min.
 s6165  |       Movie  |                                                                                               The Boy  |                  2016  |            PG-13  |               97 min.
 s6240  |       Movie  |                                                                                      The Confirmation  |                  2016  |            PG-13  |              101 min.
 s6271  |       Movie  |                                                                                          The Darkness  |                  2016  |            PG-13  |               92 min.
 s6368  |       Movie  |                                                                                            The Forest  |                  2016  |            PG-13  |               93 min.
 s6374  |       Movie  |                                                                                           The Founder  |                  2016  |            PG-13  |              115 min.
 s6476  |       Movie  |                                                                                     The Hurt Business  |                  2016  |            PG-13  |              111 min.
 s6787  |       Movie  |                                                                                           The Promise  |                  2016  |            PG-13  |              133 min.
 s6890  |       Movie  |                                                                                  The Space Between Us  |                  2016  |            PG-13  |              120 min.
 s7028  |       Movie  |                                                                                     The Young Messiah  |                  2016  |            PG-13  |              111 min.
 s7337  |       Movie  |                                                                                      Under the Shadow  |                  2016  |            PG-13  |               84 min.
 s7341  |       Movie  |                                                                                    Undercover Grandpa  |                  2016  |            PG-13  |               94 min.
 s7622  |       Movie  |                                                                                             Wild Oats  |                  2016  |            PG-13  |               86 min.
 s7715  |       Movie  |                                                                                           Yoga Hosers  |                  2016  |            PG-13  |               88 min.
  s807  |       Movie  |                                                                                         Before I Fall  |                  2017  |            PG-13  |               98 min.
 s1107  |       Movie  |                                                                       Bring It On: Worldwide Showdown  |                  2017  |            PG-13  |               95 min.
 s1276  |       Movie  |                                                                                        Chappaquiddick  |                  2017  |            PG-13  |              106 min.
 s1853  |       Movie  |                                                                 Dragonheart: Battle for the Heartfire  |                  2017  |            PG-13  |               98 min.
 s2371  |       Movie  |                                                                                     Generation Iron 2  |                  2017  |            PG-13  |              107 min.
 s2841  |       Movie  |                                                                               How to Be a Latin Lover  |                  2017  |            PG-13  |              116 min.
 s2901  |       Movie  |                                                                                   I Am Not Your Negro  |                  2017  |            PG-13  |               94 min.
 s2973  |       Movie  |                                                                                           In The Deep  |                  2017  |            PG-13  |               89 min.
 s4265  |       Movie  |                                                                                             Mubarakan  |                  2017  |            PG-13  |              153 min.
 s4542  |       Movie  |                                                                                    November Criminals  |                  2017  |            PG-13  |               86 min.
 s4921  |       Movie  |                                                                                           Poster Boys  |                  2017  |            PG-13  |              128 min.
 s4923  |       Movie  |                                                                                          Pottersville  |                  2017  |            PG-13  |               86 min.
 s5160  |       Movie  |                                                                                              Rememory  |                  2017  |            PG-13  |              112 min.
 s5365  |       Movie  |                                                                          Same Kind of Different as Me  |                  2017  |            PG-13  |              119 min.
 s5633  |       Movie  |                                                                                           Singularity  |                  2017  |            PG-13  |               92 min.
 s5748  |       Movie  |                                                                                       Speech & Debate  |                  2017  |            PG-13  |               96 min.
 s5752  |       Movie  |                                                                                                SPF-18  |                  2017  |            PG-13  |               75 min.
 s5791  |       Movie  |                                                                Star Wars: Episode VIII: The Last Jedi  |                  2017  |            PG-13  |              152 min.
 s5883  |       Movie  |                                                                                      Sunday's Illness  |                  2017  |            PG-13  |              113 min.
 s6138  |       Movie  |                                                                                      The Black Prince  |                  2017  |            PG-13  |              121 min.
 s6174  |       Movie  |                                                                                       The Breadwinner  |                  2017  |            PG-13  |               93 min.
 s6191  |       Movie  |                                                                                       The Bye Bye Man  |                  2017  |            PG-13  |               96 min.
 s6402  |       Movie  |                                                                                     The Good Catholic  |                  2017  |            PG-13  |               97 min.
 s6526  |       Movie  |                                                                                     The Keeping Hours  |                  2017  |            PG-13  |               95 min.
 s7059  |       Movie  |                                                                                        Thor: Ragnarok  |                  2017  |            PG-13  |              131 min.
 s7470  |       Movie  |                                                                                           Walking Out  |                  2017  |            PG-13  |               96 min.
  s315  |       Movie  |                                                                                                Adrift  |                  2018  |            PG-13  |               96 min.
  s547  |       Movie  |                                                                                  Ant-Man and the Wasp  |                  2018  |            PG-13  |              118 min.
  s636  |       Movie  |                                                                                Avengers: Infinity War  |                  2018  |            PG-13  |              150 min.
  s764  |       Movie  |                                                                                Bathtubs Over Broadway  |                  2018  |            PG-13  |               87 min.
  s960  |       Movie  |                                                                                         Black Panther  |                  2018  |            PG-13  |              135 min.
 s1838  |       Movie  |                                                                                              Dovlatov  |                  2018  |            PG-13  |              126 min.
 s1895  |       Movie  |                                                                                              Dumplin'  |                  2018  |            PG-13  |              110 min.
 s2610  |       Movie  |                                                                                      Happy as Lazzaro  |                  2018  |            PG-13  |              127 min.
 s2795  |       Movie  |                                                                              Honey: Rise Up and Dance  |                  2018  |            PG-13  |              100 min.
 s3763  |       Movie  |                                                                                           Love Jacked  |                  2018  |            PG-13  |               94 min.
 s4248  |       Movie  |                                                                          Mowgli: Legend of the Jungle  |                  2018  |            PG-13  |              105 min.
 s4694  |       Movie  |                                                                                             Our House  |                  2018  |            PG-13  |               90 min.
 s4734  |       Movie  |                                                                                               Pad Man  |                  2018  |            PG-13  |              130 min.
 s5369  |       Movie  |                                                                                                Samson  |                  2018  |            PG-13  |              109 min.
 s5440  |       Movie  |                                                                        Scorpion King 5: Book of Souls  |                  2018  |            PG-13  |              102 min.
 s5515  |       Movie  |                                                                                       Seven in Heaven  |                  2018  |            PG-13  |               94 min.
 s5601  |       Movie  |                                                                             Sierra Burgess Is A Loser  |                  2018  |            PG-13  |              106 min.
 s5699  |       Movie  |                                                                               Solo: A Star Wars Story  |                  2018  |            PG-13  |              135 min.
 s5700  |       Movie  |                                                             Solo: A Star Wars Story (Spanish Version)  |                  2018  |            PG-13  |              135 min.
 s5812  |       Movie  |                                                                                          Step Sisters  |                  2018  |            PG-13  |              108 min.
 s6229  |       Movie  |                                                                               The Cloverfield Paradox  |                  2018  |            PG-13  |              102 min.
 s6234  |       Movie  |                                                                                           The Command  |                  2018  |            PG-13  |              118 min.
 s6475  |       Movie  |                                                                                   The Hurricane Heist  |                  2018  |            PG-13  |              103 min.
 s7213  |       Movie  |                                                                         Tremors 6: A Cold Day in Hell  |                  2018  |            PG-13  |               98 min.
 s7625  |       Movie  |                                                                                              Wildlife  |                  2018  |            PG-13  |              105 min.
 s7632  |       Movie  |                                                                                            Winchester  |                  2018  |            PG-13  |              100 min.
  s324  |       Movie  |                                                                                                 After  |                  2019  |            PG-13  |              106 min.
  s832  |       Movie  |                                                                        Benchwarmers 2: Breaking Balls  |                  2019  |            PG-13  |               90 min.
  s838  |       Movie  |                                                                                         Bennett's War  |                  2019  |            PG-13  |               94 min.
 s1917  |       Movie  |                                                                                    Echo in the Canyon  |                  2019  |            PG-13  |               82 min.
 s2190  |       Movie  |                                                                                   Fisherman's Friends  |                  2019  |            PG-13  |              112 min.
 s2517  |       Movie  |                                                                                  Grand-Daddy Day Care  |                  2019  |            PG-13  |               96 min.
 s3608  |       Movie  |                                                                                           Let It Snow  |                  2019  |            PG-13  |               93 min.
 s4290  |       Movie  |                                                                                        Murder Mystery  |                  2019  |            PG-13  |               98 min.
 s4520  |       Movie  |                                                                                     Nothing to Lose 2  |                  2019  |            PG-13  |               97 min.
 s4903  |       Movie  |                                                                                              Polaroid  |                  2019  |            PG-13  |               88 min.
 s5832  |       Movie  |                                                                                      Strange but True  |                  2019  |            PG-13  |               96 min.
 s5941  |       Movie  |                                                                                            Sweetheart  |                  2019  |            PG-13  |               83 min.
 s6812  |       Movie  |                                                                                           The Reliant  |                  2019  |            PG-13  |              116 min.
 s6871  |       Movie  |                                                                                           The Silence  |                  2019  |            PG-13  |               91 min.
 s6956  |       Movie  |                                                                                         The Two Popes  |                  2019  |            PG-13  |              126 min.
  s155  |       Movie  |                                                                                A California Christmas  |                  2020  |            PG-13  |              107 min.
  s612  |       Movie  |                                                                                             Athlete A  |                  2020  |            PG-13  |              104 min.
 s1502  |       Movie  |                                                                                      Cops and Robbers  |                  2020  |            PG-13  |                8 min.
 s1751  |       Movie  |                                                                                  Dick Johnson Is Dead  |                  2020  |            PG-13  |               90 min.
 s1854  |       Movie  |                                                                                Dragonheart: Vengeance  |                  2020  |            PG-13  |               97 min.
 s2010  |       Movie  |                                                                                          Enola Holmes  |                  2020  |            PG-13  |              124 min.
 s2037  |       Movie  |                                                       Eurovision Song Contest: The Story of Fire Saga  |                  2020  |            PG-13  |              124 min.
 s2435  |       Movie  |                                                                                          Giving Voice  |                  2020  |            PG-13  |               91 min.
 s2856  |       Movie  |                                                                                       Hubie Halloween  |                  2020  |            PG-13  |              104 min.
 s5122  |       Movie  |                                                                                               Rebecca  |                  2020  |            PG-13  |              123 min.
 s5222  |       Movie  |                                                                                        Rising Phoenix  |                  2020  |            PG-13  |              107 min.
 s6432  |       Movie  |                                                                                        The Half Of It  |                  2020  |            PG-13  |              105 min.
 s6595  |       Movie  |                                                                                        The Life Ahead  |                  2020  |            PG-13  |               95 min.
 s6620  |       Movie  |                                                                                      The Lost Husband  |                  2020  |            PG-13  |              110 min.
 s6666  |       Movie  |                                                                                      The Midnight Sky  |                  2020  |            PG-13  |              119 min.
 s6786  |       Movie  |                                                                                              The Prom  |                  2020  |            PG-13  |              132 min.
 s6884  |       Movie  |                                                                                    The Social Dilemma  |                  2020  |            PG-13  |               94 min.
 s7214  |       Movie  |                                                                              Tremors: Shrieker Island  |                  2020  |            PG-13  |              102 min.
 s7390  |       Movie  |                                                                                Vampires vs. the Bronx  |                  2020  |            PG-13  |               86 min.
R ------
 s3708  |       Movie  |                                                                                                Lolita  |                  1962  |                R  |              153 min.
 s1042  |       Movie  |                                                                                      Bonnie and Clyde  |                  1967  |                R  |              111 min.
 s7610  |       Movie  |                                                                       Who's That Knocking at My Door?  |                  1967  |                R  |               90 min.
 s5286  |       Movie  |                                                                                       Rosemary's Baby  |                  1968  |                R  |              137 min.
  s166  |       Movie  |                                                                                    A Clockwork Orange  |                  1971  |                R  |              137 min.
 s5908  |       Movie  |                                                                                              Superfly  |                  1972  |                R  |               91 min.
 s2014  |       Movie  |                                                                                      Enter the Dragon  |                  1973  |                R  |              103 min.
 s3177  |       Movie  |                                                                                          Jimi Hendrix  |                  1973  |                R  |              102 min.
 s4009  |       Movie  |                                                                                          Mean Streets  |                  1973  |                R  |              112 min.
 s6614  |       Movie  |                                                                                      The Longest Yard  |                  1974  |                R  |              121 min.
 s6924  |       Movie  |                                                                           The Texas Chainsaw Massacre  |                  1974  |                R  |               83 min.
 s1227  |       Movie  |                                                                                                Carrie  |                  1976  |                R  |               98 min.
 s5995  |       Movie  |                                                                                           Taxi Driver  |                  1976  |                R  |              114 min.
 s6358  |       Movie  |                                                                                       The Five Venoms  |                  1978  |                R  |               97 min.
 s3838  |       Movie  |                                                                                               Mad Max  |                  1979  |                R  |               93 min.
 s4219  |       Movie  |                                                                          Monty Python's Life of Brian  |                  1979  |                R  |               94 min.
 s5064  |       Movie  |                                                                                           Raging Bull  |                  1980  |                R  |              129 min.
 s5178  |       Movie  |                                                                            Return To The 36th Chamber  |                  1980  |                R  |               97 min.
 s5948  |       Movie  |                                                               Sword Masters: Two Champions of Shaolin  |                  1980  |                R  |              101 min.
 s5849  |       Movie  |                                                                                               Stripes  |                  1981  |                R  |              106 min.
 s2198  |       Movie  |                                                                                  Five Elements Ninjas  |                  1982  |                R  |              104 min.
 s4214  |       Movie  |                                                              Monty Python: Live at The Hollywood Bowl  |                  1982  |                R  |               80 min.
 s3954  |       Movie  |                                                                               Martial Arts of Shaolin  |                  1986  |                R  |               90 min.
 s4880  |       Movie  |                                                                                               Platoon  |                  1986  |                R  |              120 min.
 s1920  |       Movie  |                                                                                     Eddie Murphy: Raw  |                  1987  |                R  |               90 min.
 s2590  |       Movie  |                                                                                        Hamburger Hill  |                  1987  |                R  |              110 min.
 s1332  |       Movie  |                                                                                          Child's Play  |                  1988  |                R  |               87 min.
 s4373  |       Movie  |                                                                                          Mystic Pizza  |                  1988  |                R  |              104 min.
 s5071  |       Movie  |                                                                                              Rain Man  |                  1988  |                R  |              134 min.
 s5433  |       Movie  |                                                                                           School Daze  |                  1988  |                R  |              120 min.
 s2494  |       Movie  |                                                                                            GoodFellas  |                  1990  |                R  |              145 min.
 s4777  |       Movie  |                                                                                      Paris Is Burning  |                  1990  |                R  |               77 min.
 s7163  |       Movie  |                                                                                          Total Recall  |                  1990  |                R  |              114 min.
 s6553  |       Movie  |                                                                                    The Last Boy Scout  |                  1991  |                R  |              105 min.
  s759  |       Movie  |                                                                                        Basic Instinct  |                  1992  |                R  |              128 min.
 s1201  |       Movie  |                                                                                              Candyman  |                  1992  |                R  |               99 min.
 s1703  |       Movie  |                                                                       Denis Leary: No Cure For Cancer  |                  1992  |                R  |               62 min.
 s3640  |       Movie  |                                                                              Like Water for Chocolate  |                  1992  |                R  |              105 min.
 s4787  |       Movie  |                                                                                          Passenger 57  |                  1992  |                R  |               84 min.
 s4795  |       Movie  |                                                                                         Patriot Games  |                  1992  |                R  |              117 min.
 s6257  |       Movie  |                                                                                       The Crying Game  |                  1992  |                R  |              112 min.
 s6557  |       Movie  |                                                                            The Last Days of Chez Nous  |                  1992  |                R  |               93 min.
  s167  |       Movie  |                                                                                     A Dangerous Woman  |                  1993  |                R  |              101 min.
 s5431  |       Movie  |                                                                                      Schindler's List  |                  1993  |                R  |              195 min.
 s5669  |       Movie  |                                                                                                Sliver  |                  1993  |                R  |              107 min.
 s2252  |       Movie  |                                                                           Four Weddings and a Funeral  |                  1994  |                R  |              118 min.
 s5003  |       Movie  |                                                                                          Pulp Fiction  |                  1994  |                R  |              154 min.
 s6254  |       Movie  |                                                                                              The Crow  |                  1994  |                R  |              102 min.
  s688  |       Movie  |                                                                                              Bad Boys  |                  1995  |                R  |              119 min.
 s3368  |       Movie  |                                                                                 Kicking and Screaming  |                  1995  |                R  |               97 min.
 s5299  |       Movie  |                                                                                   Rumble in the Bronx  |                  1995  |                R  |               89 min.
  s239  |       Movie  |                                                                       A Thin Line Between Love & Hate  |                  1996  |                R  |              108 min.
 s2060  |       Movie  |                                                                                    Executive Decision  |                  1996  |                R  |              133 min.
 s4970  |       Movie  |                                                                                           Primal Fear  |                  1996  |                R  |              131 min.
 s5668  |       Movie  |                                                                                           Sling Blade  |                  1996  |                R  |              135 min.
 s5850  |       Movie  |                                                                                            Striptease  |                  1996  |                R  |              117 min.
 s6246  |       Movie  |                                                                                             The Craft  |                  1996  |                R  |              101 min.
 s6945  |       Movie  |                                                                                    The Trigger Effect  |                  1996  |                R  |               94 min.
 s7183  |       Movie  |                                                                                         Trainspotting  |                  1996  |                R  |               94 min.
    s8  |       Movie  |                                                                                                   187  |                  1997  |                R  |              119 min.
 s1289  |       Movie  |                                                                                           Chasing Amy  |                  1997  |                R  |              113 min.
 s1824  |       Movie  |                                                                                         Donnie Brasco  |                  1997  |                R  |              127 min.
 s2044  |       Movie  |                                                                                         Event Horizon  |                  1997  |                R  |               96 min.
 s2842  |       Movie  |                                                                                    How to Be a Player  |                  1997  |                R  |               94 min.
 s3104  |       Movie  |                                                                                          Jackie Brown  |                  1997  |                R  |              154 min.
 s3414  |       Movie  |                                                                                        Kiss the Girls  |                  1997  |                R  |              116 min.
 s3764  |       Movie  |                                                                                            Love Jones  |                  1997  |                R  |              109 min.
 s4178  |       Movie  |                                                                                           Money Talks  |                  1997  |                R  |               96 min.
 s5443  |       Movie  |                                                                                              Scream 2  |                  1997  |                R  |              121 min.
 s6745  |       Movie  |                                                                                        The Peacemaker  |                  1997  |                R  |              124 min.
  s467  |       Movie  |                                                                                    American History X  |                  1998  |                R  |              119 min.
  s758  |       Movie  |                                                                                           BASEketball  |                  1998  |                R  |              103 min.
 s2098  |       Movie  |                                                                                                Fallen  |                  1998  |                R  |              124 min.
 s2136  |       Movie  |                                                                        Fear and Loathing in Las Vegas  |                  1998  |                R  |              118 min.
 s3475  |       Movie  |                                                                                       Kurt & Courtney  |                  1998  |                R  |               95 min.
 s3696  |       Movie  |                                                                   Lock, Stock and Two Smoking Barrels  |                  1998  |                R  |              108 min.
 s5289  |       Movie  |                                                                                              Rounders  |                  1998  |                R  |              121 min.
  s456  |       Movie  |                                                                                       American Beauty  |                  1999  |                R  |              122 min.
 s1834  |       Movie  |                                                                                       Double Jeopardy  |                  1999  |                R  |              105 min.
 s3861  |       Movie  |                                                                                              Magnolia  |                  1999  |                R  |              189 min.
 s5527  |       Movie  |                                                                                Sexo, Pudor y Lagrimas  |                  1999  |                R  |              111 min.
 s6649  |       Movie  |                                                                                            The Matrix  |                  1999  |                R  |              136 min.
 s6921  |       Movie  |                                                                               The Talented Mr. Ripley  |                  1999  |                R  |              139 min.
  s474  |       Movie  |                                                                                       American Psycho  |                  2000  |                R  |              102 min.
  s928  |       Movie  |                                                                                          Billy Elliot  |                  2000  |                R  |              110 min.
 s2164  |       Movie  |                                                                                     Final Destination  |                  2000  |                R  |               98 min.
 s5429  |       Movie  |                                                                                           Scary Movie  |                  2000  |                R  |               88 min.
 s5444  |       Movie  |                                                                                              Scream 3  |                  2000  |                R  |              117 min.
